month,day,total,total-color,retweets,retweets-color,original,original-color,highestLikes,highestLikes-color,highestRetweets,highestRetweets-color,totalLikes,totalLikes-color,letters,letters-color,capitalLetters,capitalLetters-color,loudness,loudness-color,likeRate,likeRate-color,totalRetweets,totalRetweets-color,retweetRate,retweetRate-color,most-popular-text,most-popular-id,most-popular-date
2017-09-01,7,13,#d7eefd,3,#eef8fe,10,#e0f2fd,81964,#e9f6fe,20287,#e6f4fe,543266,#d4edfc,976,#e2f3fd,147,#d7eefd,15.061475409836065,#b2defa,41789.692307692305,#e5f4fd,149301,#e0f2fd,11484.692307692309,#cceafc,"Hurricane Irma is raging but we have great teams of talented and brave people already in place and ready to help. Be careful&#44; be safe! #FEMA",905770927526432768,2017-09-07 02:33
2017-09-01,8,8,#e7f5fe,0,#ffffff,8,#e7f5fe,101114,#e4f3fd,21133,#e5f4fd,594164,#cfebfc,772,#e8f5fe,66,#edf7fe,8.549222797927461,#d3edfc,74270.5,#d1ecfc,144067,#e1f2fd,18008.375,#b0defa,"Our incredible U.S. Coast Guard saved more than 15&#44;000 lives last week with Harvey. Irma could be even tougher. We love our Coast Guard!",906134333467045888,2017-09-08 02:37
2017-09-01,9,3,#f6fbfe,0,#ffffff,3,#f6fbfe,127726,#dcf0fd,28990,#dbf0fd,241610,#ecf7fe,300,#f6fbfe,25,#f8fcff,8.333333333333334,#d4edfc,80536.66666666667,#cdeafc,60431,#f3fafe,20143.666666666668,#a7dafa,"Churches in Texas should be entitled to reimbursement from FEMA Relief Funds for helping victims of Hurricane Harvey (just like others).",906320446882271232,2017-09-09 02:56
2017-09-01,10,11,#ddf1fd,9,#cbe9fc,2,#f9fcff,126385,#ddf0fd,25075,#e0f2fd,171241,#f2f9fe,190,#f9fdff,22,#f9fcff,11.578947368421053,#c3e6fb,15567.363636363636,#f5fbfe,93598,#ecf7fe,8508.90909090909,#daeffd,"The U.S. Coast Guard&#44; FEMA and all Federal and State brave people are ready. Here comes Irma. God bless everyone!",906712991940399104,2017-09-10 04:56
2017-09-01,11,2,#f9fcff,0,#ffffff,2,#f9fcff,133936,#dbf0fd,36633,#d2ecfc,215850,#eef8fe,64,#fdfeff,11,#fcfeff,17.1875,#a7dafa,107925,#bbe3fb,55884,#f4fafe,27942,#84cbf8,"May God Forever Bless the United States of America. #NeverForget911 https://t.co/erycJgj23r",907311779331690496,2017-09-11 08:35
2017-09-01,12,5,#f0f8fe,1,#f9fdff,4,#f3fafe,111516,#e1f2fd,24187,#e1f2fd,356799,#e3f3fd,411,#f3fafe,27,#f8fcff,6.569343065693431,#def1fd,71359.8,#d3ecfc,77466,#eff8fe,15493.2,#bae2fb,"Congratulations to Eric &amp; Lara on the birth of their son&#44; Eric &#34;Luke&#34; Trump this morning! https://t.co/Aw0AV82XdE",907675638055743489,2017-09-12 08:41
2017-09-01,13,3,#f6fbfe,0,#ffffff,3,#f6fbfe,93742,#e6f4fd,20177,#e6f4fe,261759,#eaf6fe,300,#f6fbfe,24,#f9fcff,8,#d6eefd,87253,#c8e8fc,52867,#f4fafe,17622.333333333332,#b2defa,"With Irma and Harvey devastation&#44; Tax Cuts and Tax Reform is needed more than ever before. Go Congress&#44; go!",907946177022369792,2017-09-13 02:36
2017-09-01,14,13,#d7eefd,0,#ffffff,13,#d7eefd,114073,#e0f2fd,26257,#dff1fd,968660,#b2defa,1337,#d7eefd,107,#e2f3fd,8.00299177262528,#d6eefd,74512.30769230769,#d1ebfc,212751,#d3ecfc,16365.461538461539,#b7e1fb,"Crooked Hillary Clinton blames everybody (and every thing) but herself for her election loss. She lost the debates and lost her direction!",908160218995068928,2017-09-14 04:47
2017-09-01,15,12,#daeffd,0,#ffffff,12,#daeffd,116893,#dff2fd,33092,#d6eefd,994384,#b0ddfa,1143,#ddf0fd,166,#d1ecfc,14.52318460192476,#b4e0fb,82865.33333333333,#cbe9fc,240891,#cdeafc,20074.25,#a7dafa,"Frank “FX” Giaccio-
On behalf of @FLOTUS Melania &amp; myself&#44; THANK YOU for doing a GREAT job this morning! @NatlParkService gives you an A+! https://t.co/135DxuapUI",908734537311678464,2017-09-15 06:49
2017-09-01,16,2,#f9fcff,0,#ffffff,2,#f9fcff,90587,#e7f5fe,21656,#e4f4fd,147853,#f3fafe,199,#f9fcff,37,#f5fbfe,18.592964824120603,#a0d7fa,73926.5,#d1ecfc,36536,#f8fcff,18268,#afddfa,"HAPPY 70th BIRTHDAY to the @USAirForce! The American people are eternally grateful. Thank you for keeping America PROUD&#44; STRONG and FREE! https://t.co/DYxkh3gj0R",908841360131743744,2017-09-16 01:54
2017-09-01,17,18,#c7e8fc,10,#c6e7fb,8,#e7f5fe,148003,#d7eefd,44062,#c8e8fc,551612,#d3ecfc,685,#ebf6fe,52,#f1f9fe,7.591240875912408,#d8effd,30645.11111111111,#ecf7fe,255447,#cae9fc,14191.5,#c0e5fb,"I spoke with President Moon of South Korea last night. Asked him how Rocket Man is doing. Long gas lines forming in North Korea. Too bad!",909384837018112000,2017-09-17 01:53
2017-09-01,18,4,#f3fafe,0,#ffffff,4,#f3fafe,74213,#ebf6fe,13588,#eef8fe,225634,#edf7fe,251,#f8fcff,39,#f4fafe,15.53784860557769,#b0ddfa,56408.5,#dcf0fd,44760,#f6fbfe,11190,#ceeafc,"Looking forward to meeting with Prime Minister @Netanyahu shortly. Peace in the Middle East would be a truly great legacy for ALL people!",909823695299981313,2017-09-18 06:57
2017-09-01,19,9,#e3f3fd,1,#f9fdff,8,#e7f5fe,190807,#cbe9fc,53528,#bce3fb,610669,#ceeafc,654,#ecf7fe,68,#edf7fe,10.397553516819572,#c9e9fc,67852.11111111111,#d5edfc,164812,#ddf1fd,18312.444444444445,#afddfa,"God bless the people of Mexico City. We are with you and will be there for you.",910233418474098688,2017-09-19 10:05
2017-09-01,20,24,#b5e0fb,7,#d7eefd,17,#cae9fc,117255,#dff2fd,26332,#dff1fd,931368,#b4e0fb,1370,#d6eefc,134,#daeffd,9.781021897810218,#cdeafc,38807,#e7f5fe,259187,#c9e8fc,10799.458333333334,#cfebfc,"I was saddened to see how bad the ratings were on the Emmys last night - the worst ever. Smartest people of them all are the &#34;DEPLORABLES.&#34;",910332992756834304,2017-09-20 04:41
2017-09-01,21,10,#e0f2fd,0,#ffffff,10,#e0f2fd,75542,#ebf6fe,18142,#e9f6fe,520846,#d5edfc,931,#e3f3fd,96,#e5f4fd,10.311493018259936,#cae9fc,52084.6,#dff1fd,111216,#e8f5fe,11121.6,#ceeafc,"I would not sign Graham-Cassidy if it did not include coverage of pre-existing conditions. It does! A great Bill. Repeal &amp; Replace.",910641701064204288,2017-09-21 01:07
2017-09-01,22,13,#d7eefd,2,#f4fafe,11,#ddf1fd,130442,#dcf0fd,41831,#cbe9fc,786991,#bfe4fb,841,#e6f4fd,70,#ecf7fe,8.323424494649228,#d4edfc,60537.769230769234,#d9effd,185084,#d9effd,14237.23076923077,#c0e5fb,"Kim Jong Un of North Korea&#44; who is obviously a madman who doesn't mind starving or killing his people&#44; will be tested like never before!",911175246853664768,2017-09-22 12:28
2017-09-01,23,11,#ddf1fd,0,#ffffff,11,#ddf1fd,214319,#c4e6fb,64839,#afddfa,1137296,#a5d9fa,1121,#def1fd,94,#e5f4fd,8.385370205173952,#d4edfc,103390.54545454546,#bee4fb,284392,#c4e6fb,25853.81818181818,#8ecff9,"Going to the White House is considered a great honor for a championship team.Stephen Curry is hesitating&#44;therefore invitation is withdrawn!",911572182060453893,2017-09-23 02:45
2017-09-01,24,10,#e0f2fd,2,#f4fafe,8,#e7f5fe,199204,#c8e8fc,52950,#bde3fb,1231912,#9dd5f9,867,#e5f4fd,89,#e7f5fe,10.265282583621683,#cae9fc,123191.2,#b2dffa,342285,#b8e1fb,34228.5,#6bc0f7,"Courageous Patriots have fought and died for our great American Flag --- we MUST honor and respect it!  MAKE AMERICA GREAT AGAIN!",912037003923005440,2017-09-24 09:32
2017-09-01,25,9,#e3f3fd,1,#f9fdff,8,#e7f5fe,207402,#c6e7fc,74410,#a4d8fa,1146251,#a4d8fa,773,#e8f5fe,50,#f1f9fe,6.468305304010349,#def1fd,127361.22222222222,#b0defa,303459,#bfe5fb,33717.666666666664,#6dc1f7,"#StandForOurAnthem",912301271817838593,2017-09-25 03:02
2017-09-01,26,21,#bde4fb,1,#f9fdff,20,#c0e5fb,113676,#e0f2fd,29849,#daeffd,1231497,#9dd5f9,2083,#c0e5fb,200,#c8e8fc,9.601536245799329,#ceeafc,58642.71428571428,#dbf0fd,280681,#c4e7fb,13365.761904761905,#c4e6fb,"The booing at the NFL football game last night&#44; when the entire Dallas team dropped to its knees&#44; was loudest I have ever heard. Great anger",912626731357540353,2017-09-26 12:35
2017-09-01,27,14,#d4edfc,0,#ffffff,14,#d4edfc,146298,#d7eefd,43791,#c8e8fc,917387,#b5e0fb,1486,#d2ecfc,149,#d6eefd,10.026917900403769,#cbe9fc,65527.642857142855,#d6eefd,196992,#d6eefd,14070.857142857143,#c0e5fb,"Even Usain Bolt from Jamaica&#44; one of the greatest runners and athletes of all time&#44; showed RESPECT for our National Anthem! 🇺🇸🇯🇲 https://t.co/zkenuAP9RS",912848241535971331,2017-09-27 03:15
2017-09-01,28,5,#f0f8fe,0,#ffffff,5,#f0f8fe,86272,#e8f5fe,17959,#e9f6fe,368482,#e2f3fd,428,#f2fafe,89,#e7f5fe,20.794392523364486,#95d2f9,73696.4,#d1ecfc,82699,#eef8fe,16539.8,#b6e0fb,"The electric power grid in Puerto Rico is totally shot. Large numbers of generators are now on Island. Food and water on site.",913403237033742336,2017-09-28 04:01
2017-09-01,29,13,#d7eefd,3,#eef8fe,10,#e0f2fd,91189,#e6f5fe,22102,#e4f3fd,622277,#cdeafc,1001,#e1f2fd,86,#e8f5fe,8.591408591408591,#d3ecfc,47867.46153846154,#e1f2fd,164438,#ddf1fd,12649.076923076924,#c7e8fc,"GDP was revised upward to 3.1 for last quarter. Many people thought it would be years before that happened. We have just begun!",913589799411490817,2017-09-29 04:22
2017-09-01,30,30,#a3d8fa,11,#c0e5fb,19,#c4e6fb,91112,#e6f5fe,24633,#e1f2fd,1140084,#a5d9fa,1863,#c7e7fc,156,#d4edfc,8.373590982286634,#d4edfc,38002.8,#e8f5fe,343370,#b8e1fb,11445.666666666666,#cdeafc,"The Fake News Networks are working overtime in Puerto Rico doing their best to take the spirit away from our soldiers and first R's. Shame!",914099295963553792,2017-09-30 02:07
2017-10-01,1,13,#d7eefd,1,#f9fdff,12,#daeffd,188927,#cbe9fc,47699,#c3e6fb,1042804,#acdcfa,1175,#dcf0fd,112,#e0f2fd,9.53191489361702,#ceeafc,80215.69230769231,#cdeafc,264762,#c8e8fc,20366.30769230769,#a6d9fa,"Being nice to Rocket Man hasn't worked in 25 years&#44; why would it work now? Clinton failed&#44; Bush failed&#44; and Obama failed. I won't fail.",914565910798782465,2017-10-01 09:01
2017-10-01,2,2,#f9fcff,0,#ffffff,2,#f9fcff,317744,#a9dbfa,75476,#a2d8fa,387487,#e0f2fd,151,#fbfdff,11,#fcfeff,7.28476821192053,#daeffd,193743.5,#86ccf8,87628,#edf7fe,43814,#3daef4,"My warmest condolences and sympathies to the victims and families of the terrible Las Vegas shooting. God bless you!",914810093874671617,2017-10-02 01:11
2017-10-01,3,3,#f6fbfe,0,#ffffff,3,#f6fbfe,212403,#c5e7fb,43026,#c9e9fc,325840,#e5f4fd,238,#f8fcff,27,#f8fcff,11.344537815126051,#c4e6fb,108613.33333333333,#bbe3fb,64299,#f2f9fe,21433,#a2d7fa,"I am so proud of our great Country. God bless America!",915179824012042241,2017-10-03 01:40
2017-10-01,4,13,#d7eefd,5,#e3f3fd,8,#e7f5fe,157255,#d4edfc,38432,#cfebfc,733506,#c4e6fb,793,#e7f5fe,79,#eaf6fe,9.96216897856242,#cce9fc,56423.53846153846,#dcf0fd,201574,#d5edfc,15505.692307692309,#bae2fb,"Wow&#44; so many Fake News stories today. No matter what I do or say&#44; they will not write or speak truth. The Fake News Media is out of control!",915539424406114304,2017-10-04 01:29
2017-10-01,5,11,#ddf1fd,4,#e8f5fe,7,#eaf6fe,157404,#d4edfc,36546,#d2ecfc,697435,#c7e7fc,578,#eef8fe,93,#e6f4fd,16.089965397923876,#addcfa,63403.181818181816,#d8eefd,187784,#d8effd,17071.272727272728,#b4dffb,"Stock Market hits an ALL-TIME high! Unemployment lowest in 16 years! Business and manufacturing enthusiasm at highest level in decades!",915896809536589824,2017-10-05 01:09
2017-10-01,6,3,#f6fbfe,2,#f4fafe,1,#fcfeff,92535,#e6f4fd,25717,#dff2fd,92535,#f8fcff,114,#fcfeff,9,#fdfeff,7.894736842105263,#d7eefd,30845,#ecf7fe,46557,#f6fbfe,15519,#bae2fb,"Ralph Northam&#44;who is running for Governor of Virginia&#44;is fighting for the violent MS-13 killer gangs &amp; sanctuary cities.  Vote Ed Gillespie!",916120435762266114,2017-10-06 03:58
2017-10-01,7,12,#daeffd,0,#ffffff,12,#daeffd,93933,#e6f4fd,18243,#e9f5fe,833507,#bce3fb,1122,#ddf1fd,85,#e8f5fe,7.575757575757576,#d8effd,69458.91666666667,#d4edfc,169627,#dcf0fd,14135.583333333334,#c0e5fb,"More and more people are suggesting that Republicans (and me) should be given Equal Time on T.V. when you look at the one-sided coverage?",916635236238274561,2017-10-07 02:04
2017-10-01,8,9,#e3f3fd,2,#f4fafe,7,#eaf6fe,135146,#daeffd,28144,#dcf0fd,515040,#d6eefc,632,#ecf7fe,58,#eff8fe,9.177215189873417,#d0ebfc,57226.666666666664,#dcf0fd,129184,#e5f4fd,14353.777777777777,#bfe4fb,"I asked @VP Pence to leave stadium if any players kneeled&#44; disrespecting our country. I am proud of him and @SecondLady Karen.",917091286607433728,2017-10-08 08:16
2017-10-01,9,5,#f0f8fe,0,#ffffff,5,#f0f8fe,109311,#e2f2fd,21479,#e5f4fd,439664,#dcf0fd,456,#f2f9fe,27,#f8fcff,5.921052631578948,#e1f2fd,87932.8,#c8e8fc,93306,#ecf7fe,18661.2,#addcfa,"The trip by @VP Pence was long planned. He is receiving great praise for leaving game after the players showed such disrespect for country!",917345200414035969,2017-10-09 01:05
2017-10-01,10,10,#e0f2fd,2,#f4fafe,8,#e7f5fe,166116,#d2ecfc,34557,#d4edfc,709118,#c6e7fb,763,#e8f5fe,61,#eef8fe,7.99475753604194,#d6eefd,70911.8,#d3ecfc,182724,#d9effd,18272.4,#afddfa,"A big salute to Jerry Jones&#44; owner of the Dallas Cowboys&#44; who will BENCH players who disrespect our Flag.&#34;Stand for Anthem or sit for game!&#34;",917568245854605313,2017-10-10 03:51
2017-10-01,11,14,#d4edfc,1,#f9fdff,13,#d7eefd,114117,#e0f2fd,23284,#e2f3fd,983944,#b0defa,1280,#d9effd,150,#d6eefc,11.71875,#c2e6fb,70281.71428571429,#d3edfc,222549,#d1ecfc,15896.357142857143,#b9e2fb,"Happy to announce we are awarding $1M to Las Vegas - in order to help local law enforcement working OT to respond to last Sunday’s tragedy.",918201878479073280,2017-10-11 09:49
2017-10-01,12,14,#d4edfc,2,#f4fafe,12,#daeffd,87960,#e7f5fe,20348,#e6f4fd,689320,#c7e8fc,1041,#e0f2fd,145,#d7eefd,13.928914505283382,#b7e1fb,49237.142857142855,#e1f2fd,166138,#ddf0fd,11867,#cbe9fc,"Network news has become so partisan&#44; distorted and fake that licenses must be challenged and&#44; if appropriate&#44; revoked. Not fair to public!",918267396493922304,2017-10-12 02:09
2017-10-01,13,12,#daeffd,1,#f9fdff,11,#ddf1fd,93291,#e6f4fd,22858,#e3f3fd,775194,#c0e5fb,1034,#e0f2fd,117,#dff1fd,11.315280464216634,#c4e7fb,64599.5,#d7eefd,197812,#d6eefd,16484.333333333332,#b6e0fb,"Hard to believe that the Democrats&#44; who have gone so far LEFT that they are no longer recognizable&#44; are fighting so hard for Sanctuary crime",918806396875010048,2017-10-13 01:51
2017-10-01,14,14,#d4edfc,5,#e3f3fd,9,#e3f3fd,118617,#dff1fd,22827,#e3f3fd,639665,#cce9fc,909,#e4f3fd,44,#f3fafe,4.84048404840484,#e6f5fe,45690.357142857145,#e3f3fd,175009,#dbf0fd,12500.642857142857,#c8e8fc,"Very proud of my Executive Order which will allow greatly expanded access and far lower costs for HealthCare. Millions of people benefit!",919162619889704961,2017-10-14 01:27
2017-10-01,15,3,#f6fbfe,1,#f9fdff,2,#f9fcff,77543,#eaf6fe,14897,#edf7fe,138341,#f4fafe,227,#f8fcff,23,#f9fcff,10.13215859030837,#cbe9fc,46113.666666666664,#e3f3fd,32268,#f8fcff,10756,#d0ebfc,"...approvals of The Keystone XL &amp; Dakota Access pipelines. Also&#44; look at the recent EPA cancelations &amp; our great new Supreme Court Justice!",919560102725738498,2017-10-15 03:46
2017-10-01,16,8,#e7f5fe,2,#f4fafe,6,#edf7fe,152051,#d6eefc,35069,#d4edfc,534502,#d4edfc,561,#eef8fe,43,#f3fafe,7.664884135472371,#d8eefd,66812.75,#d6edfc,133347,#e4f3fd,16668.375,#b6e0fb,"I was recently asked if Crooked Hillary Clinton is going to run in 2020? My answer was&#44; &#34;I hope so!&#34;",919914000959397888,2017-10-16 03:12
2017-10-01,17,8,#e7f5fe,1,#f9fdff,7,#eaf6fe,72698,#ebf7fe,16808,#eaf6fe,361814,#e2f3fd,624,#edf7fe,66,#edf7fe,10.576923076923077,#c8e8fc,45226.75,#e3f3fd,84495,#eef8fe,10561.875,#d1ebfc,"Any increase in ObamaCare premiums is the fault of the Democrats for giving us a &#34;product&#34; that never had a chance of working.",920408108194783232,2017-10-17 11:56
2017-10-01,18,16,#cdeafc,0,#ffffff,16,#cdeafc,104601,#e3f3fd,31067,#d9effd,1118644,#a6d9fa,1476,#d3ecfc,149,#d6eefd,10.094850948509485,#cbe9fc,69915.25,#d4edfc,284777,#c3e6fb,17798.5625,#b1defa,"BORDER WALL prototypes underway! https://t.co/arFNO80zmO",920425069964349445,2017-10-18 01:03
2017-10-01,19,10,#e0f2fd,1,#f9fdff,9,#e3f3fd,120166,#dff1fd,40651,#cdeafc,660977,#cae9fc,743,#e9f6fe,81,#e9f6fe,10.901749663526244,#c7e7fc,66097.7,#d6eefc,186106,#d9effd,18610.6,#aeddfa,"Uranium deal to Russia&#44; with Clinton help and Obama Administration knowledge&#44; is the biggest story that Fake Media doesn't want to follow!",920972261032648705,2017-10-19 01:17
2017-10-01,20,10,#e0f2fd,0,#ffffff,10,#e0f2fd,109246,#e2f2fd,29854,#daeffd,663075,#cae9fc,946,#e3f3fd,108,#e2f2fd,11.416490486257928,#c4e6fb,66307.5,#d6eefc,154695,#dff1fd,15469.5,#bae2fb,"Just out report: &#34;United Kingdom crime rises 13% annually amid spread of Radical Islamic terror.&#34; Not good&#44; we must keep America safe!",921323063945453574,2017-10-20 12:31
2017-10-01,21,11,#ddf1fd,1,#f9fdff,10,#e0f2fd,213796,#c4e6fb,70990,#a8dafa,939572,#b4dffb,923,#e4f3fd,80,#e9f6fe,8.66738894907909,#d3ecfc,85415.63636363637,#cae9fc,248278,#cbe9fc,22570.727272727272,#9dd5f9,"Subject to the receipt of further information&#44; I will be allowing&#44; as President&#44; the long blocked and classified JFK FILES to be opened.",921716470140325889,2017-10-21 02:35
2017-10-01,22,7,#eaf6fe,0,#ffffff,7,#eaf6fe,125751,#ddf1fd,27997,#ddf0fd,581933,#d0ebfc,698,#eaf6fe,121,#def1fd,17.335243553008596,#a7d9fa,83133.28571428571,#cbe9fc,124854,#e5f4fd,17836.285714285714,#b1defa,"It is finally sinking through. 46% OF PEOPLE BELIEVE MAJOR NATIONAL NEWS ORGS FABRICATE STORIES ABOUT ME. FAKE NEWS&#44; even worse! Lost cred.",922072236592435200,2017-10-22 02:08
2017-10-01,23,3,#f6fbfe,0,#ffffff,3,#f6fbfe,118167,#dff1fd,25192,#e0f2fd,326239,#e5f4fd,318,#f6fbfe,21,#f9fdff,6.60377358490566,#ddf1fd,108746.33333333333,#bbe2fb,67888,#f1f9fe,22629.333333333332,#9cd5f9,"Two dozen NFL players continue to kneel during the National Anthem&#44; showing total disrespect to our Flag &amp; Country.  No leadership in NFL!",922430688703451136,2017-10-23 01:53
2017-10-01,24,8,#e7f5fe,0,#ffffff,8,#e7f5fe,99849,#e4f4fd,20849,#e5f4fd,542833,#d4edfc,754,#e9f5fe,59,#eff8fe,7.824933687002653,#d7eefd,67854.125,#d5edfc,122400,#e6f4fd,15300,#bbe3fb,"Stock Market just hit another record high! Jobs looking very good.",922833943749103621,2017-10-24 04:35
2017-10-01,25,12,#daeffd,0,#ffffff,12,#daeffd,125353,#ddf1fd,34480,#d4edfc,819466,#bde3fb,1121,#def1fd,103,#e3f3fd,9.18822479928635,#d0ebfc,68288.83333333333,#d5edfc,184462,#d9effd,15371.833333333334,#bbe3fb,"The long anticipated release of the #JFKFiles will take place tomorrow. So interesting!",923277142271684609,2017-10-25 09:56
2017-10-01,26,13,#d7eefd,3,#eef8fe,10,#e0f2fd,136635,#daeffd,25656,#e0f2fd,595017,#cfebfc,708,#eaf6fe,92,#e6f4fd,12.994350282485875,#bce3fb,45770.53846153846,#e3f3fd,154982,#dff1fd,11921.692307692309,#cae9fc,"Big news - Budget just passed!",923566287263068161,2017-10-26 05:05
2017-10-01,27,14,#d4edfc,0,#ffffff,14,#d4edfc,103090,#e3f3fd,28344,#dcf0fd,755127,#c2e6fb,1253,#d9effd,147,#d7eefd,11.731843575418994,#c2e6fb,53937.642857142855,#def1fd,163645,#ddf1fd,11688.92857142857,#cbe9fc,"It is now commonly agreed&#44; after many months of COSTLY looking&#44; that there was NO collusion between Russia and Trump. Was collusion with HC!",923905540291522560,2017-10-27 03:33
2017-10-01,28,9,#e3f3fd,0,#ffffff,9,#e3f3fd,134020,#dbf0fd,26272,#dff1fd,628075,#cdeafc,680,#ebf6fe,83,#e8f5fe,12.205882352941176,#c0e5fb,69786.11111111111,#d4edfc,148538,#e0f2fd,16504.222222222223,#b6e0fb,"Just read the nice remarks by President Jimmy Carter about me and how badly I am treated by the press (Fake News). Thank you Mr. President!",924251519121346560,2017-10-28 02:28
2017-10-01,29,9,#e3f3fd,0,#ffffff,9,#e3f3fd,118041,#dff1fd,30780,#d9effd,826640,#bce3fb,887,#e5f4fd,98,#e4f4fd,11.04847801578354,#c6e7fb,91848.88888888889,#c5e7fb,199671,#d6eefc,22185.666666666668,#9ed6fa,"While not at all presidential I must point out that the Sloppy Michael Moore Show on Broadway was a TOTAL BOMB and was forced to close. Sad!",924400308834455552,2017-10-29 12:19
2017-10-01,30,4,#f3fafe,0,#ffffff,4,#f3fafe,123689,#def1fd,35801,#d3ecfc,372459,#e1f2fd,253,#f8fcff,37,#f5fbfe,14.624505928853756,#b4dffb,93114.75,#c5e7fb,101653,#eaf6fe,25413.25,#90d0f9,"Sorry&#44; but this is years ago&#44; before Paul Manafort was part of the Trump campaign. But why aren't Crooked Hillary &amp; the Dems the focus?????",925005659569041409,2017-10-30 03:25
2017-10-01,31,15,#d1ebfc,1,#f9fdff,14,#d4edfc,143823,#d8eefd,36362,#d2ecfc,930202,#b4e0fb,1162,#dcf0fd,120,#def1fd,10.327022375215146,#cae9fc,62013.46666666667,#d9effd,231670,#cfebfc,15444.666666666666,#bbe2fb,"We must not allow ISIS to return&#44; or enter&#44; our country after defeating them in the Middle East and elsewhere. Enough!",925490503218589696,2017-10-31 11:31
2017-11-01,1,14,#d4edfc,0,#ffffff,14,#d4edfc,150010,#d6eefd,37799,#d0ebfc,967468,#b2defa,1368,#d6eefc,140,#d9effd,10.23391812865497,#cae9fc,69104.85714285714,#d4edfc,227832,#d0ebfc,16273.714285714286,#b7e1fb,"I have just ordered Homeland Security to step up our already Extreme Vetting Program. Being politically correct is fine&#44; but not for this!",925534445393928199,2017-11-01 02:26
2017-11-01,2,15,#d1ebfc,0,#ffffff,15,#d1ebfc,173510,#d0ebfc,43455,#c9e8fc,1038273,#acdcfa,1479,#d3ecfc,198,#c8e8fc,13.387423935091277,#bae2fb,69218.2,#d4edfc,235691,#ceeafc,15712.733333333334,#b9e2fb,"NYC terrorist was happy as he asked to hang ISIS flag in his hospital room. He killed 8 people&#44; badly injured 12. SHOULD GET DEATH PENALTY!",925931294705545216,2017-11-02 04:43
2017-11-01,3,20,#c0e5fb,0,#ffffff,20,#c0e5fb,138665,#d9effd,37619,#d0ebfc,1687375,#78c6f8,1970,#c3e6fb,179,#ceeafc,9.086294416243655,#d0ebfc,84368.75,#cae9fc,407848,#abdbfa,20392.4,#a6d9fa,"The decision on Sergeant Bergdahl is a complete and total disgrace to our Country and to our Military.",926492915626663939,2017-11-03 05:54
2017-11-01,4,5,#f0f8fe,1,#f9fdff,4,#f3fafe,159116,#d4edfc,38345,#cfebfc,376958,#e1f2fd,428,#f2fafe,52,#f1f9fe,12.149532710280374,#c0e5fb,75391.6,#d0ebfc,105048,#eaf6fe,21009.6,#a3d8fa,"Unemployment is down to 4.1%&#44; lowest in 17 years. 1.5 million new jobs created since I took office. Highest stock Market ever&#44; up $5.4 trill",926789876556500992,2017-11-04 01:35
2017-11-01,5,6,#edf7fe,0,#ffffff,6,#edf7fe,188422,#cce9fc,40648,#cdeafc,574236,#d1ecfc,463,#f1f9fe,57,#f0f8fe,12.311015118790497,#bfe4fb,95706,#c3e6fb,120370,#e6f4fe,20061.666666666668,#a8dafa,"May God be w/ the people of Sutherland Springs&#44; Texas. The FBI &amp; law enforcement are on the scene. I am monitoring the situation from Japan.",927265906086031363,2017-11-05 09:06
2017-11-01,6,5,#f0f8fe,0,#ffffff,5,#f0f8fe,85766,#e8f5fe,20404,#e6f4fd,383175,#e1f2fd,424,#f2fafe,26,#f8fcff,6.132075471698113,#e0f2fd,76635,#cfebfc,86299,#edf7fe,17259.8,#b3dffa,"...Americans do what we do best: we pull together. We join hands. We lock arms and through the tears and the sadness&#44; we stand strong... https://t.co/qkCPgtKGkA",927397233741492225,2017-11-06 05:48
2017-11-01,7,13,#d7eefd,2,#f4fafe,11,#ddf1fd,120715,#def1fd,98277,#85ccf8,708492,#c6e7fb,939,#e3f3fd,104,#e3f3fd,11.075612353567625,#c6e7fb,54499.38461538462,#ddf1fd,310975,#bee4fb,23921.153846153848,#97d3f9,"I have great confidence in King Salman and the Crown Prince of Saudi Arabia&#44; they know exactly what they are doing....",927672843504177152,2017-11-07 12:03
2017-11-01,8,12,#daeffd,0,#ffffff,12,#daeffd,134128,#dbf0fd,35393,#d3edfc,806865,#bee4fb,1574,#d0ebfc,137,#d9effd,8.703939008894537,#d2ecfc,67238.75,#d5edfc,183618,#d9effd,15301.5,#bbe3fb,"Congratulations to all of the ”DEPLORABLES” and the millions of people who gave us a MASSIVE (304-227) Electoral College landslide victory! https://t.co/7ifv5gT7Ur",928325667556548608,2017-11-08 07:17
2017-11-01,9,2,#f9fcff,0,#ffffff,2,#f9fcff,94769,#e5f4fd,20496,#e6f4fd,187607,#f0f9fe,201,#f9fcff,16,#fbfdff,7.960199004975125,#d6eefd,93803.5,#c4e6fb,40004,#f7fcff,20002,#a8dafa,"In the coming months and years ahead I look forward to building an even STRONGER relationship between the United States and China. 🇺🇸🇨🇳 https://t.co/mK3SB7t3EV",928622838487007260,2017-11-09 02:58
2017-11-01,10,11,#ddf1fd,0,#ffffff,11,#ddf1fd,135908,#daeffd,29359,#dbf0fd,691564,#c7e8fc,1799,#c9e8fc,154,#d5edfc,8.560311284046692,#d3ecfc,62869.454545454544,#d8eefd,146023,#e1f2fd,13274.818181818182,#c4e6fb,"I don’t blame China&#44; I blame the incompetence of past Admins for allowing China to take advantage of the U.S. on trade leading up to a point where the U.S. is losing $100's of billions. How can you blame China for taking advantage of people that had no clue? I would've done same!",928769154345324544,2017-11-10 12:39
